Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-08-11,The Big Sleep,1978,https://boxd.it/23IZs7,2.5,,A noir for the discerning Mr. Skin subscriber,,2021-08-10
2021-08-12,Alice,1988,https://boxd.it/23Pmbv,4,Yes,It feels like an adult trying to remember how to play pretend but finding the boundaries susceptible to the harsh edges of reality,,2021-08-11
2021-08-14,Faust,1994,https://boxd.it/246KpZ,4,,Oh yeah I’ve had this dream,,2021-08-13
2021-08-16,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/24oQsh,5,,"A folktale framed in darkness, decorated in memory and desire, regret and anticipation",,2021-08-15
2021-08-18,The Onion Field,1979,https://boxd.it/24HTuN,2.5,,"If you like true crime melodramas and/or random B-list celebrity spottings, you might get some pleasure out of this",,2021-08-17
2021-08-20,Dolls,1986,https://boxd.it/24YCsT,3.5,,Roald Dhal’s <i>Toy Story</i>,killer toy,2021-08-19
2021-08-26,Collateral,2004,https://boxd.it/25TiDL,4,,I would watch the sliding doors version of this where Jamie Foxx just drives around and has nice conversations with folks,,2021-08-25
2021-08-28,Jakob's Wife,2021,https://boxd.it/2670eL,2.5,,I’m pretty sure I just watched the pilot for the “Who’s The Boss” reboot,,2021-08-27
2021-08-30,Mosquito State,2020,https://boxd.it/26qBVv,2,,"The characters are nothing, the politics are meaningless, the story has an outcome in mind with no idea for how it should be threaded

It’s pretty — and gross — to look at (especially the opening credit sequence), and it would’ve been more enjoyable if it has committed to more of the surreal dream-like qualities. There are a couple of well-conceived song choices, particularly the last song

Really feels like a wasted opportunity",,2021-08-29
2021-08-31,Tangled,2010,https://boxd.it/26yn9X,3.5,,"My friend Adam told me that this movie is supposed to be better if you skip the first 5 minutes of the movie. He’s seen the movie, I haven’t, so I thought I would try it out and see how I like it

Around 2/3 in, I guessed that the opening would’ve spoiled who Rapunzel is, who the mother is, the hair magic… Not knowing really gives this movie a sense of wonder and discovery that, frankly, never happens in kids movies

And of course, it’s not like you couldn’t guess it from several context clues, but not having it spelled out for you makes you feel like you are taking part in putting the pieces together

Overall, it’s still a Disney princess movie with a happily ever after ending, but it made some creative and visual choices that makes this one stand out from the others

This movie is one star better without those first 5 minutes, I highly recommend skipping them too","adam, coming-of-age",2021-08-30
2021-09-01,Nothing Bad Can Happen,2013,https://boxd.it/26IwjR,4,,"Joke review:

So this is what would’ve happened if Bobby Hill kept hanging out with those Christian skate punks!

Honest review:

CW: child abuse, rape, torture, animal cruelty

This movie can either be viewed as persecution porn, and what some Christians think all non-believing families are like; or it can be seen as a red flag (or flags) for those who believe they must endure abuse or cruelty in the name of faith

The fact that you cannot be sure which is the film’s intended message can be seen as a weakness. I appreciate the director’s desire to leave the tension unresolved, despite the messiness it leaves in the movie

That said, this was not a pleasant watch, and I don’t think I would recommend it to horror fans or most people. It resonated with parts of my past (not the torture, don’t worry) and I think the performances ultimately elevate the material. I’ll probably never watch it again",,2021-08-31
2021-09-09,Paprika,2006,https://boxd.it/27QeX5,4,Yes,The unparalleled visuals and dream logic win out over the flat characters and trite love story,anime,2021-09-08
2021-09-23,Thief,1981,https://boxd.it/29H6fT,4.5,,"Great soundtrack from Tangerine Dream, smart cinematography, and a pitch perfect performance from James Caan as yet another Mann outcast — or in this case the first — whose too messed up to change, no matter what it costs",Heist,2021-09-10
2021-09-28,Malignant,2021,https://boxd.it/2apAPF,3,,Just thinking about how much better this would’ve been with Troian Bellisario as Madison,,2021-09-27
2021-09-28,Event Horizon,1997,https://boxd.it/2aqvNh,3,,"Solaris meets Hellraiser is a wild conceit, but it kind of works for me",,2021-09-27
2021-09-29,The Last Seduction,1994,https://boxd.it/2auDV7,1.5,,90s trans panic was pervasive huh,,2021-09-28
2021-09-30,Freddy vs. Jason,2003,https://boxd.it/2aEMVb,1,,"Before Captain America: Civil War, there was Freddy vs. Jason",caffie,2021-09-29
2021-10-04,Cursed,2005,https://boxd.it/2beJZB,2,,#ReleaseTheCravenCut,Werewolves,2021-10-03
2021-10-08,Freaky,2020,https://boxd.it/2bPbq7,2.5,,"It wastes a lot of time on paint-by-number genre(s) tropes because it never trusts the audience for a second, but it’s still pretty fun",,2021-10-07
2021-10-16,Deep Rising,1998,https://boxd.it/2d1CLz,3,,"Treat Williams does a great Han Solo impersonation (there’s even a comment on his piece of junk ship), Famke Janssen never gets to have this much fun onscreen

Too much setup, just start this movie thirty minutes in, and you’ll figure out everything. Once you get to the gore corridor — you’ll know it when you see it — that’s when the movie starts being fun",,2021-10-15
2021-10-17,Young Frankenstein,1974,https://boxd.it/2dfaeP,3.5,Yes,"An amusing homage to 30s horror, whose stylistic flourishes far surpass its sparse laughs (see Marty Feldman and Gene Hackman)",caffie,2021-10-16
2021-10-18,The Skeleton Key,2005,https://boxd.it/2dn3XJ,3,,"“It doesn’t matter if it’s not real, it’s real to them”",,2021-10-17
2021-10-21,Terror Birds,2016,https://boxd.it/2dRs5x,1.5,,"Cathy saw this advertised on the Roku screensaver, so we knew what we were getting ourselves into

The real hero was Lindsey Sporrer, the blonde who we were supposed to hate, but was right every time",caffie,2021-10-20
2021-10-24,Possession,1981,https://boxd.it/2egCgv,5,Yes,"Watched the 4K restoration at The Carolina Theater. I remember every detail of this movie, and it still fucks with me",,2021-10-23
2021-11-04,High Life,2018,https://boxd.it/2g8KlZ,4,,45 minutes of a baby crying and I didn’t hate it,my kyle,2021-11-03
2021-11-07,The Brood,1979,https://boxd.it/2gBkPH,3.5,,This is why I don’t want to have kids,"tyler, canuxploitation",2021-11-06
2021-11-16,All Too Well: The Short Film,2021,https://boxd.it/2i01er,4,,"I held off on this until I was feeling emotionally ready for it… and I still wasn’t. Taylor Swift knows that the tiny moments are where the heartbreak lives strongest. Also, she pulled an amazing performance out of Sadie Sink

Is this cheesy? Of course. But does it feel honest? Absolutely, and that makes a world of difference",,2021-11-15
2021-11-21,Stalker,1979,https://boxd.it/2iK5pb,5,Yes,"It’s been about 10 years since I watched this. It’s one of the first challenging movies I had watched; I didn’t know movies could be like this

At the time, I dwelt on the misery, the idea that nothing can make you happy, not even your innermost desires

This time, I felt the longing for faith, the need for something bigger than ourselves, however unknowable. For Tarkovsky, I think he sees this as the role of art (especially music). The sadness of the movie is not that life has no meaning, but that so many people believe it has no meaning, never giving themselves the opportunity to find one for themselves",,2021-11-20
2021-12-06,Climax,2018,https://boxd.it/2kYx3X,3.5,,"Tyler’s friend Aza said; “this is what the town in Footloose was worried about”, and I think that says it all",tyler,2021-12-04
2021-12-06,Single All the Way,2021,https://boxd.it/2l2ecf,2.5,,"Honestly, a lot of this works for me. The leads have chemistry, the humor beats are more hits than misses, Jennifer Coolidge is ridiculous. Unfortunately, it’s just too padded out in places",kh,2021-12-05
2021-12-09,Benedetta,2021,https://boxd.it/2luWuX,3,,"As per usual, Verhoven’s reach far exceeds his grasp. It needed to be either more nunsploitation or more “portrait of a lady on fire”, but this middle place leaves you with a satisfying ending to a different movie than the one where Jesus regularly appears in visions chopping up snakes and bandits.",tyler,2021-12-08
2021-12-10,The Power of the Dog,2021,https://boxd.it/2lBZWz,2,,"If you can see the dog in the mountain, you’re gay",kh,2021-12-09
2021-12-18,C'mon C'mon,2021,https://boxd.it/2mN6Wx,3.5,,"One or two kid interviews would’ve been fine, but padding out an already slow movie with the dozen or more interviews was beyond indulgent

Somebody help the main kid, he needs therapy more than an eccentric uncle",kh,2021-12-17
2021-12-25,Father Christmas Is Back,2021,https://boxd.it/2obukJ,1,,"I watched and waited for some redeemable moment, but it really is that bad from start to finish",kh,2021-12-24
2021-12-25,Love Hard,2021,https://boxd.it/2obvvN,2.5,,Paint-by-number Christmas romance that is enhanced by delightful  performances and a cohesive script that (mostly) earns the turns it takes,kh,2021-12-24
2021-12-31,Chico & Rita,2010,https://boxd.it/2pSzj7,2,,"Nice music and animation, but I don’t know who is asking for a more misogynistic <i>A Star Is Born</i>",,2021-12-30
2022-01-02,Indecent Proposal,1993,https://boxd.it/2qqaYd,2,,"I don’t understand why Demi Moore dates Robert Redford other than what Woody Harrison says: he has money. And it felt like her character wouldn’t be drawn by that… but I guess movies from this era loved saying that as long as a man is persistent, he can get whatever he wants… yikes!",kh,2022-01-01
2022-01-10,Zola,2020,https://boxd.it/2sztIz,4,,"Disassociation as a film style, soundtracked by the artifice of internet notifications. Performance and alternate identity as a means of accessing and abusing power, care and boundaries as the things to exploit",caffie,2022-01-09
2022-01-10,Pig,2021,https://boxd.it/2sE7aP,3,,The moral of the movie is “don’t use a pig to help you forget about your dead wife”,caffie,2022-01-09
2022-01-16,Licorice Pizza,2021,https://boxd.it/2ubGd5,2.5,,"1. The Master
2. Inherent Vice
3. Phantom Thread
4. Punch-Drunk Love
5. Boogie Nights
6. Magnolia
7. There Will Be Blood
8. Licorice Pizza",kh,2022-01-15
2022-02-08,The Father,2020,https://boxd.it/2yOe9j,4,,"One of the most frightening movies I’ve watched, couched in a deeply affecting performance by Anthony Hopkins",,2022-02-07
2022-02-08,For Your Consideration,2006,https://boxd.it/2yOfCh,3,,"It seems unlikely, but Christopher Guest seems to have nothing interesting or unique to say about Hollywood",,2022-02-07
2022-02-08,The Suicide Squad,2021,https://boxd.it/2yOjFf,2,,"Suicide Squad was made for no one, The Suicide Squad was made for 13 year olds",Superhero,2022-02-07
2022-02-23,The Worst Person in the World,2021,https://boxd.it/2BCiN1,3.5,,"All over the place, glimmers of a great movie mixed into a lot of clichés and a writer who clearly has an axe to grind",kh,2022-02-22
2022-03-14,Kimi,2022,https://boxd.it/2F5GUv,3.5,,"Soderbergh continues the focus on women in trouble that he had in Unsane, bringing just enough of his playful style to realize David Koepp’s best script in a long time. It won’t win any awards, but it’s under 90 minutes and consistently entertaining",,2022-03-13
